Time;Ava_WS;Max_WS;Min_WS;AvR;MaR;MiR;AvP;MaP;MiP;AvN;OH;PKWh;ProM;AvRP;MaRP;MiRP;Ava_P;Ava_PTR;Ava_PFM;Ava_PFE;AvBA;Sys1inv1;Sys1inv2;Sys1inv3;Sys1inv4;Sys1inv5;Sys1inv6;Sys1inv7;Sys2inv1;Sys2inv2;Sys2inv3;Sys2inv4;Sys2inv5;Sys2inv6;Sys2inv7;ST;FBT;RBT;PCBA;PCBB;PCBC;BA;BB;BC;RT1;RT2;ST1;ST2;NAT1;NAT2;NT;NCT;MCT;RCT;YICT;FICT;AT;TT;CCT;TrT;RTUAvS1;Iave;Istd;EF
12/08/2014 00:09;9.100000381;11.69999981;6.199999809;12.18000031;13.98999977;10.39000034;1798;3048;955;-449;2764;2165800;40;110;189;67;1816;1816;1816;1816;1.0;32;32;32;31;33;30;30;32;31;28;27;-14;0;-50;19;23;28;33;33;32;166;165;166;67;67;84;83;17;16;19;20;20;29;29;33;19;30;37;48;3050;30.72727203;1.848832607;0
12/08/2014 00:10;9.600000381;15.60000038;5.699999809;12.31999969;14.81000042;10.07999992;1910;3129;835;-446;2765;2167242;30;114;198;64;1884;1884;1884;1884;1.039999962;32;32;32;32;33;30;31;32;31;28;28;-14;0;-50;20;23;28;34;34;33;166;166;166;64;65;82;81;17;17;20;21;21;30;31;34;20;31;37;49;3050;31.0;1.673320055;0
13/08/2014 00:04;9.100000381;11.60000038;7.0;12.55000019;13.77999973;11.14000034;1948;2743;1277;-397;2783;2195671;50;120;166;86;1953;1953;1953;1953;1.0;33;33;33;32;34;30;32;32;32;30;30;-14;0;-50;19;23;29;33;33;32;166;165;166;65;65;85;84;15;15;18;21;20;28;29;32;16;31;39;54;3050;31.90909004;1.375103235;0
15/08/2014 00:06;8.5;10.30000019;6.900000095;11.76000023;13.05000019;10.96000004;1561;2137;1198;-376;2833;2251306;20;96;122;87;1571;1571;1571;1571;1.0;32;31;32;30;32;29;31;31;32;29;29;-14;0;-50;17;22;27;31;31;30;166;165;166;57;57;77;77;14;14;16;19;18;26;27;30;14;30;38;49;3050;30.72727203;1.272077799;0
15/08/2014 00:13;7.300000191;9.199999809;4.900000095;10.22000027;11.44999981;9.479999542;899;1395;643;-358;2840;2257908;30;64;78;55;905;905;905;905;1.0;32;32;31;31;33;31;31;32;31;30;30;-14;0;-50;21;23;28;35;35;35;166;165;166;54;54;71;70;18;18;21;24;22;32;28;34;20;30;37;46;3050;31.27272797;0.904533982;0
17/08/2014 00:17;9.399999619;12.5;6.800000191;12.53999996;13.98999977;10.64000034;1970;3044;1050;-371;2891;2304709;41;125;193;82;1968;1968;1968;1968;1.0;37;37;37;35;37;34;36;36;37;34;34;-14;0;-50;23;26;31;40;39;38;165;165;166;91;91;97;96;19;19;22;26;24;34;34;37;20;35;43;62;3050;35.81818008;1.328019619;1
17/08/2014 00:17;11.80000019;15.19999981;7.0;14.14999962;14.72000027;13.0;3041;3135;2105;-365;2891;2305216;51;202;210;104;3024;3024;3024;3024;1.75;37;37;37;36;37;34;36;36;37;34;34;-14;0;-50;23;26;31;39;39;38;165;165;166;97;97;99;97;19;19;22;26;24;33;34;37;20;35;43;62;3050;35.90909195;1.300349593;1
17/08/2014 00:17;11.80000019;17.10000038;7.0;9.090000153;15.60000038;1.200000048;1521;3123;0;-369;2891;2305470;58;113;1005;0;2878;2769;2878;2878;26.72999954;37;37;37;36;38;36;37;37;37;35;35;-14;0;-50;23;26;31;40;39;38;165;165;166;93;93;95;94;18;18;22;26;24;34;34;37;19;34;43;62;3050;36.54545593;0.934198678;1
19/08/2014 00:07;7.900000095;9.600000381;5.900000095;10.85999966;11.59000015;9.960000038;1170;1488;803;-400;2929;2351915;55;66;68;63;1168;1168;1168;1168;1.0;29;29;28;28;30;27;27;29;28;26;26;-14;0;-50;16;21;27;32;32;31;166;165;166;51;51;66;65;13;13;16;19;16;30;23;29;21;27;34;42;3050;27.90909004;1.300349593;0
20/08/2014 00:00;6.300000191;8.300000191;4.300000191;8.989999771;9.909999847;8.18999958;556;784;366;-356;2946;2362737;2;46;56;37;556;556;556;556;1.0;29;31;29;30;31;29;29;31;31;35;34;-14;0;-50;19;24;29;35;35;34;166;166;166;48;49;62;61;13;13;18;23;20;33;26;33;14;28;36;44;3050;30.81818199;2.040498972;0
20/08/2014 00:19;4.900000095;5.900000095;3.400000095;7.739999771;8.279999733;7.21999979;306;425;215;-375;2965;2366778;32;43;51;40;307;307;307;307;1.0;26;27;26;26;27;29;31;33;32;33;31;-14;0;-50;24;26;32;40;41;39;165;165;166;49;50;49;49;16;16;22;27;20;38;29;34;17;25;33;41;3050;29.18181801;2.89199543;0
21/08/2014 00:19;9.0;11.30000019;6.800000191;12.15999985;13.59000015;10.31000042;1750;2575;928;-398;2988;2383439;42;107;156;75;1761;1761;1761;1761;1.0;31;32;31;31;32;30;30;31;31;29;28;-14;0;-50;20;24;29;35;35;34;166;165;166;59;58;74;73;17;16;20;23;21;31;28;33;18;30;36;45;3050;30.54545403;1.213559866;0
23/08/2014 00:08;4.199999809;5.5;3.0;7.070000172;7.510000229;6.400000095;192;280;79;-380;3025;2400414;49;42;50;34;191;191;191;191;1.0;24;25;24;24;26;28;29;31;30;31;30;-14;0;-50;19;23;29;34;34;33;166;165;166;50;50;58;57;14;14;17;20;15;37;24;31;23;23;31;39;3050;27.45454597;2.910794973;0
23/08/2014 00:23;5.599999905;6.599999905;4.699999809;7.900000095;8.18999958;7.659999847;338;390;291;-426;3040;2407200;5;48;49;47;338;338;338;338;1.0;28;29;28;29;30;28;28;32;33;34;33;-14;0;-50;18;24;28;33;33;33;166;166;166;46;46;64;63;14;14;18;21;19;30;25;29;14;26;35;43;3050;30.18181801;2.358736277;0
24/08/2014 00:10;10.10000038;12.39999962;6.5;12.89999962;14.06000042;10.44999981;2171;3105;989;-545;3050;2414557;4;137;190;75;2176;2176;2176;2176;1.0;30;32;30;31;32;31;29;31;30;28;27;-14;0;-50;18;23;29;33;33;32;166;165;166;78;79;94;93;15;15;17;20;18;28;28;31;16;28;35;49;3050;30.09090996;1.578261375;0
24/08/2014 00:14;8.5;12.0;4.900000095;11.44999981;13.88000011;8.989999771;1464;2897;544;-538;3054;2421812;14;87;180;46;1433;1433;1433;1433;1.0;30;32;30;31;32;31;29;31;30;29;27;-14;0;-50;18;23;28;33;33;32;166;166;166;62;62;87;86;16;15;17;21;19;28;29;32;17;29;37;52;3050;30.18181801;1.470930457;0
26/08/2014 00:04;7.400000095;9.399999619;5.599999905;10.0;11.01000023;9.279999733;823;1205;601;-651;3092;2466775;7;56;67;47;828;828;828;828;1.0;32;31;31;30;32;29;30;31;31;27;28;-14;0;-50;19;24;28;33;33;33;166;165;166;52;52;73;72;17;16;18;21;20;29;29;32;19;30;37;48;3050;30.18181801;1.601135969;0
26/08/2014 00:16;9.300000191;11.19999981;7.0;12.42000008;13.26000023;11.01000023;1850;2292;1198;-611;3103;2477782;47;112;132;87;1856;1856;1856;1856;1.0;32;35;32;34;34;35;31;35;32;33;29;-14;0;-50;23;27;31;38;38;37;165;165;166;78;79;102;101;20;20;23;26;25;33;34;37;19;32;39;55;3050;32.90909195;1.92117393;0
28/08/2014 00:11;12.19999981;18.79999924;6.599999905;13.88000011;15.42000008;11.43999958;2843;3143;1400;-484;3146;2561288;37;186;209;93;2849;2849;2848;2849;4.71999979;34;35;34;34;36;32;33;34;34;31;31;-14;0;-50;23;26;31;39;39;38;165;165;166;92;93;110;108;19;18;22;24;23;32;33;36;21;33;41;58;3050;33.45454407;1.572490811;1
28/08/2014 00:11;12.10000038;20.29999924;5.900000095;11.01000023;15.77000046;1.269999981;2117;3147;0;-475;3146;2561640;45;142;204;0;2905;2790;2866;2838;19.25;35;36;35;35;37;33;34;35;34;31;31;-14;0;-50;23;26;31;40;39;38;165;166;166;98;99;108;107;18;18;22;24;23;33;33;36;21;33;41;58;2963;34.18181992;1.887759566;1
28/08/2014 00:20;12.5;18.10000038;8.100000381;14.18000031;14.82999992;13.43000031;2347;2446;2271;-464;3155;2582160;24;152;154;152;3021;2347;3021;3021;10.0;35;36;35;36;37;32;33;35;34;31;31;-14;0;-50;22;28;32;40;39;39;165;165;165;77;77;114;113;17;17;21;23;23;32;32;35;18;34;42;60;3050;34.09090805;2.071450949;0
29/08/2014 00:00;12.10000038;16.10000038;9.300000191;14.18999958;14.81000042;13.72000027;2478;2656;2390;-456;3159;2592404;14;165;172;163;3063;2477;3063;3063;6.840000153;36;37;36;37;37;33;34;36;35;33;31;-14;0;-50;22;28;32;40;39;39;165;165;165;100;100;111;109;16;16;21;24;23;32;32;35;17;33;42;64;3050;35.0;2.0;0
29/08/2014 00:05;9.800000191;13.10000038;5.0;13.22000027;14.81999969;10.36999989;2045;2383;955;-448;3164;2605751;54;126;153;74;2311;2060;2311;2311;1.5;34;36;34;35;36;31;33;34;33;30;30;-14;0;-50;21;26;32;38;37;37;165;165;166;77;77;114;113;16;16;20;22;22;30;31;34;17;33;41;60;3050;33.27272797;2.148995399;0
01/10/2014 00:04;5.800000191;7.300000191;4.199999809;8.409999847;8.93999958;7.539999962;431;536;268;612;3824;3003560;9;45;46;37;431;431;431;431;1.0;29;30;29;30;30;29;29;30;33;34;33;-14;0;-50;20;25;31;35;35;34;166;166;166;45;45;62;61;16;16;19;23;19;33;27;32;18;27;35;42;3050;30.54545403;1.86352551;0
01/10/2014 00:06;6.5;7.699999809;5.400000095;9.170000076;9.720000267;8.640000343;586;717;479;634;3826;3004449;39;48;58;48;585;585;585;585;1.0;28;29;28;28;29;28;28;30;31;32;32;-14;0;-50;20;25;31;36;36;35;166;165;166;47;47;62;61;15;15;19;23;19;33;27;33;17;26;34;42;3050;29.36363602;1.629277587;0
01/10/2014 00:18;5.5;7.699999809;3.400000095;8.300000191;9.340000153;7.46999979;410;619;258;728;3838;3008703;18;46;56;45;409;409;409;409;1.0;28;28;28;27;28;28;30;31;33;34;33;-14;0;-50;23;26;32;39;40;38;165;165;166;51;51;57;57;16;16;22;26;21;37;29;35;17;27;35;42;3050;29.81818199;2.522624969;0
01/10/2014 00:23;3.099999905;4.0;2.5;6.190000057;6.639999866;5.880000114;71;126;41;-332;3842;3009913;32;47;56;46;70;70;70;70;1.0;28;29;33;34;36;34;34;36;36;35;32;-14;0;-50;21;25;31;37;37;36;166;166;166;43;43;48;48;13;13;19;23;18;34;27;31;13;21;32;44;3050;33.36363602;2.730301619;0
02/10/2014 00:23;12.69999981;17.39999962;8.300000191;14.14000034;14.93999958;13.38000011;3042;3145;2469;-119;3859;3029545;20;198;209;173;3057;3057;3051;3057;5.179999828;34;36;34;35;36;32;33;34;33;30;30;-14;0;-50;21;26;31;37;37;36;165;166;166;94;95;103;102;17;17;20;22;21;32;29;31;18;32;39;57;3050;33.36363602;2.062654972;1
02/10/2014 00:23;12.69999981;18.20000076;8.399999619;14.14999962;15.39999962;13.31999969;3035;3148;2407;-119;3859;3030051;30;202;210;171;3046;3046;3045;3046;5.329999924;34;36;34;36;36;32;33;34;33;31;31;-14;0;-50;21;26;32;38;38;37;165;165;166;97;97;105;104;17;17;20;22;21;32;29;32;18;32;40;58;3050;33.63636398;1.858640671;1
02/10/2014 00:23;12.89999962;19.29999924;5.5;9.319999695;15.36999989;1.320000052;1668;3136;0;-118;3859;3030329;37;127;1011;0;3032;2652;3032;3032;29.57999992;35;37;35;36;37;33;34;35;34;32;32;-14;0;-50;21;26;31;39;38;38;165;165;166;89;89;99;99;17;17;20;22;21;32;29;32;18;31;40;60;3050;34.54545593;1.752919436;1
03/10/2014 00:00;15.69999981;20.89999962;9.600000381;14.19999981;15.05000019;13.47000027;3064;3141;2808;-119;3860;3032884;27;207;211;198;3068;3068;3067;3068;12.85000038;35;37;36;36;37;33;34;35;35;32;32;-14;0;-50;22;27;32;40;39;38;165;165;166;105;105;109;107;17;17;21;23;22;33;29;32;18;33;42;63;3050;34.72727203;1.793929219;1
03/10/2014 00:00;15.10000038;22.39999962;7.699999809;9.859999657;15.28999996;1.360000014;1897;3167;0;-120;3860;3033200;33;136;238;0;3064;2957;3064;3064;31.02000046;36;37;36;36;37;34;35;35;35;32;33;-14;0;-50;22;27;32;40;39;39;165;165;166;103;102;108;106;18;17;21;23;22;33;29;32;18;32;42;64;3050;35.09090805;1.578261495;1
03/10/2014 00:01;15.19999981;22.10000038;10.5;13.89999962;14.85000038;7.699999809;2877;3165;33;-121;3860;3033678;43;209;899;86;3065;3065;3065;3065;12.56999969;35;36;35;34;36;34;35;35;34;33;34;-14;0;-50;22;26;31;40;40;39;165;165;166;93;93;101;100;17;17;20;23;22;32;29;32;18;30;40;64;3050;34.63636398;0.924416244;1
03/10/2014 00:01;16.29999924;23.20000076;9.100000381;9.880000114;15.46000004;1.330000043;1727;3158;0;-118;3860;3033964;50;131;936;0;3061;2954;3061;3061;31.12000084;36;37;36;35;37;35;36;36;35;34;34;-14;0;-50;22;27;31;40;40;39;165;165;166;93;92;99;98;17;17;20;23;22;32;29;32;18;29;40;64;3050;35.54545593;1.035725474;1
04/10/2014 00:16;5.5;8.5;2.799999952;8.430000305;9.81000042;6.630000114;413;751;127;-71;3898;3077811;37;43;53;34;411;411;411;411;1.0;26;27;26;26;27;28;27;30;31;31;30;-14;0;-50;19;23;28;34;35;34;166;165;166;43;43;60;60;14;14;19;22;19;34;26;33;16;25;32;41;3050;28.09090996;2.022599459;0
05/10/2014 00:02;7.400000095;8.199999809;6.599999905;10.10000038;10.47000027;9.710000038;862;1010;721;-89;3908;3082033;46;55;64;54;861;861;861;861;1.0;25;26;25;26;26;25;25;27;26;25;29;-14;0;-50;17;22;29;33;33;32;166;165;166;45;45;61;61;12;12;16;20;16;31;23;31;12;23;31;39;3050;25.90909004;1.221027851;0
05/10/2014 00:06;4.599999905;5.900000095;3.799999952;7.050000191;7.769999981;6.860000134;191;318;159;-101;3912;3084469;46;48;48;48;190;190;190;190;1.0;24;26;25;25;26;29;29;31;30;31;30;-14;0;-50;16;22;28;32;32;31;166;166;166;41;41;58;58;12;12;16;19;15;33;24;29;13;23;31;40;3050;27.81818199;2.638870478;0
05/10/2014 00:16;15.60000038;21.79999924;10.39999962;14.17000008;14.82999992;13.43999958;3068;3152;2983;-161;3923;3104039;26;208;211;206;3070;3070;3070;3070;12.05000019;34;36;35;34;36;33;33;34;34;31;31;-14;0;-50;20;24;30;38;37;36;165;165;166;105;104;108;106;15;15;18;21;19;30;28;30;16;32;41;64;3050;33.72727203;1.678744197;1
05/10/2014 00:17;15.19999981;20.39999962;5.300000191;9.460000038;15.26000023;1.480000019;1705;3154;0;-163;3923;3104323;33;131;1002;0;3064;2559;3064;3064;33.06999969;35;36;36;35;37;34;34;35;35;32;32;-14;0;-50;20;24;30;38;37;37;165;165;166;101;101;105;104;15;15;18;21;19;30;28;30;16;31;41;65;3050;34.63636398;1.56669879;1
05/10/2014 00:17;18.10000038;25.29999924;8.699999809;14.18000031;15.34000015;13.18999958;3065;3169;2925;-146;3924;3106858;23;207;210;206;3070;3070;3070;3070;15.72000027;36;36;35;34;36;32;34;34;34;31;31;-14;0;-50;20;25;30;38;38;37;165;165;166;106;106;108;106;15;15;18;21;20;31;28;30;16;33;42;66;3050;33.90909195;1.868397474;1
05/10/2014 00:18;17.79999924;25.39999962;11.0;12.97999954;15.18000031;1.350000024;2719;3151;0;-148;3924;3107310;32;185;210;0;3069;2967;3069;3069;21.32999992;36;36;35;34;36;32;34;34;34;31;31;-14;0;-50;20;24;31;38;38;37;165;165;166;107;107;108;107;16;16;18;21;20;31;28;30;16;33;42;67;3050;33.90909195;1.868397474;1
05/10/2014 00:18;16.5;25.20000076;9.199999809;14.18000031;15.28999996;13.18999958;3055;3153;2312;-151;3925;3109671;19;207;211;164;3060;3060;3058;3060;13.80000019;36;35;35;34;36;32;34;34;35;31;32;-14;0;-50;19;25;30;38;38;37;165;165;166;106;105;106;105;14;14;17;22;20;30;27;30;16;33;42;68;3050;34.0;1.673320055;1
05/10/2014 00:19;18.29999924;27.5;9.399999619;9.869999886;15.32999992;1.49000001;1728;3165;0;-148;3925;3109959;26;132;887;0;3064;2962;3064;3064;33.77000046;36;36;36;34;36;33;34;35;36;32;33;-14;0;-50;19;25;30;38;38;37;165;165;166;100;99;102;101;14;13;17;21;20;30;27;30;15;32;43;68;3050;34.63636398;1.501514316;1
05/10/2014 00:19;18.39999962;25.70000076;9.699999809;14.18999958;15.22000027;13.30000019;3065;3179;2713;-160;3926;3112502;16;207;210;195;3070;3068;3070;3070;16.76000023;36;36;36;34;36;33;34;35;35;32;32;-14;0;-50;19;25;30;38;38;37;165;165;166;106;105;106;104;13;13;16;21;20;29;26;29;15;33;43;68;3050;34.45454407;1.572490811;1
05/10/2014 00:19;17.70000076;28.5;9.199999809;14.14999962;15.69999981;10.68000031;3011;3145;1;-150;3926;3113003;26;204;210;107;3051;3032;3048;3051;13.52000046;36;36;36;35;36;33;34;34;35;31;32;-14;0;-50;19;25;30;38;37;37;165;165;166;106;106;106;105;13;12;16;21;20;29;26;29;14;34;43;69;3050;34.36363602;1.747725725;1
05/10/2014 00:20;19.0;28.0;12.19999981;14.18000031;15.64000034;13.43000031;3068;3160;2982;-160;3926;3113804;42;207;210;205;3069;3069;3069;3069;16.37000084;35;35;35;34;36;33;33;34;34;31;31;-14;0;-50;18;24;30;38;37;36;165;165;166;97;96;99;98;13;13;16;20;20;28;26;28;15;33;42;69;3050;33.72727203;1.618079662;1
05/10/2014 00:20;21.60000038;28.10000038;11.5;9.970000267;15.23999977;1.370000005;1762;3141;0;-162;3926;3114097;49;132;1074;0;3067;2964;3062;3067;37.15999985;36;36;36;35;37;34;35;35;36;32;33;-14;0;-50;18;24;30;38;37;36;165;165;166;95;94;97;96;13;13;16;20;19;28;26;28;15;32;43;69;3050;35.0;1.48323977;1
06/10/2014 00:10;4.900000095;6.599999905;3.200000048;7.610000134;8.840000153;6.889999866;280;428;123;-86;3940;3137125;39;45;53;35;281;281;281;281;1.0;25;26;25;25;27;28;30;32;31;32;30;-14;0;-50;18;21;27;33;33;32;166;165;166;44;44;57;57;13;13;19;20;16;37;25;30;14;24;33;42;3050;28.27272797;2.83163929;0
07/10/2014 00:00;4.300000191;5.0;3.599999905;7.099999905;7.369999886;6.849999905;200;243;161;-36;3954;3142363;19;47;47;47;200;200;200;200;1.0;21;23;23;21;29;29;28;29;29;30;28;-14;0;-50;17;21;28;33;33;32;166;166;166;41;41;45;45;8;8;14;19;14;32;22;27;8;19;30;40;3050;26.36363602;3.557322979;0
07/10/2014 00:14;7.900000095;11.39999962;4.5;10.43999958;12.97999954;8.319999695;1046;2103;414;-116;3967;3146900;47;66;101;55;1028;1028;1028;1028;1.0;24;26;24;26;26;26;24;26;24;24;23;-14;0;-50;18;22;28;33;33;32;166;166;166;49;48;70;70;14;14;16;19;17;28;25;29;16;23;29;39;3050;24.81818199;1.167748451;0
07/10/2014 00:17;7.0;10.0;4.5;10.32999992;13.07999992;8.659999847;995;2159;484;-84;3970;3148943;17;64;105;47;1012;1012;1003;1012;1.100000024;24;27;25;26;26;26;24;26;25;24;25;-14;0;-50;17;22;28;32;33;32;166;165;166;45;44;63;63;13;13;17;20;17;30;25;30;15;24;30;39;3050;25.27272797;1.009050012;0
07/10/2014 00:20;11.0;16.0;7.599999905;13.60000038;14.77999973;12.18000031;2609;3149;1760;-143;3973;3154153;37;164;199;118;2599;2599;2599;2599;2.0;28;31;29;30;31;28;28;29;28;26;26;-14;0;-50;17;22;28;32;32;31;166;165;166;74;74;90;89;14;14;16;19;17;27;26;28;15;26;34;48;3050;28.54545403;1.694912076;0
07/10/2014 00:22;9.0;13.39999962;6.0;11.67000008;14.40999985;10.19999981;1559;3095;896;-119;3974;3157731;57;99;196;68;1557;1557;1557;1557;1.0;31;32;31;32;32;29;29;31;30;27;26;-14;0;-50;17;22;29;35;35;34;166;165;166;80;79;93;92;13;13;16;20;18;29;27;29;14;28;37;57;3050;30.0;2.049390078;0
08/10/2014 00:03;10.30000019;13.39999962;6.699999809;13.0;14.61999989;10.94999981;2273;3104;1192;-146;3979;3168156;57;142;199;84;2268;2268;2268;2268;1.0;29;31;29;30;31;28;28;30;29;26;26;-14;0;-50;16;22;28;31;31;30;166;165;166;59;59;78;77;14;14;15;19;18;26;25;28;15;29;36;52;3050;28.81818199;1.721521616;0
09/10/2014 00:01;8.800000191;10.19999981;8.0;12.40999985;13.25;12.09000015;1874;2272;1722;-73;4001;3199051;38;95;124;89;1867;1867;1867;1867;1.0;28;28;28;28;29;26;26;28;27;25;24;-14;0;-50;16;21;27;31;31;30;166;165;166;51;51;69;68;12;11;16;19;17;28;24;29;12;26;33;42;3050;27.0;1.549193382;0
10/10/2014 00:14;5.400000095;7.800000191;3.299999952;8.399999619;10.46000004;6.829999924;447;998;138;-103;4038;3227605;48;44;60;34;443;443;443;443;1.0;25;27;25;26;27;26;26;29;29;30;29;-14;0;-50;21;23;29;37;37;36;166;166;166;46;46;60;60;16;16;21;23;19;35;28;35;17;24;31;39;3050;27.18181801;1.778661489;0
11/10/2014 00:03;1.200000048;2.799999952;0.0;0.029999999;0.100000001;0.0;0;0;0;-29;4046;3229612;32;0;0;0;0;0;0;0;60.02999878;27;28;27;27;28;27;27;29;29;28;25;-14;0;-50;18;21;25;35;37;33;166;165;166;34;34;34;34;10;10;15;20;15;29;23;27;8;14;24;37;3050;27.45454597;1.128152251;0
11/10/2014 00:11;1.0;1.899999976;0.0;0.01;0.079999998;0.0;0;0;0;17;4048;3229616;3;0;0;0;0;0;0;0;60.06000137;24;25;24;24;26;24;24;26;26;25;22;-14;0;-50;19;21;24;35;39;32;166;165;166;28;28;27;26;18;18;20;22;15;35;25;31;14;13;22;33;3050;24.54545403;1.213559747;0
12/10/2014 00:12;5.099999905;6.5;3.400000095;7.519999981;8.140000343;6.710000038;268;378;138;98;4062;3231057;39;48;48;48;267;267;267;267;1.0;19;20;19;20;20;26;24;26;25;26;24;-14;0;-50;21;22;26;38;38;37;166;165;166;33;34;35;34;15;15;19;22;16;37;25;31;15;17;25;33;3050;22.63636398;3.009077311;0
12/10/2014 00:20;3.900000095;4.800000191;3.299999952;6.880000114;7.110000134;6.71999979;163;197;139;68;4069;3232884;49;45;45;45;163;163;163;163;1.0;22;23;22;22;27;29;28;30;28;30;27;-14;0;-50;20;23;29;36;36;35;166;165;166;49;49;59;58;13;13;19;24;18;37;26;32;14;21;29;37;3050;26.18181801;3.280797958;0
14/10/2014 00:12;8.100000381;9.800000191;6.0;10.86999989;12.0;9.869999886;1176;1673;768;111;4109;3244364;40;62;80;55;1175;1175;1175;1175;1.0;22;23;21;22;23;24;21;24;22;22;20;-14;0;-50;20;23;29;37;37;36;166;165;166;53;54;57;56;13;13;17;21;15;32;24;30;14;20;26;35;3050;22.18181801;1.250454545;0
14/10/2014 00:19;10.89999962;13.5;8.199999809;13.35000038;14.65999985;11.81999969;2427;3115;1584;135;4116;3253989;20;149;198;96;2409;2409;2409;2409;1.0;28;30;28;29;30;31;26;30;28;28;26;-14;0;-50;17;23;28;32;32;31;166;165;166;71;71;88;87;14;14;15;19;17;27;26;29;14;27;34;51;3050;28.54545403;1.63484776;0
14/10/2014 00:23;11.89999962;13.5;10.0;14.10999966;14.55000019;13.59000015;3018;3171;2591;150;4120;3264030;10;194;200;174;3024;3024;3024;3024;1.0;31;34;32;33;34;34;30;33;31;31;29;-14;0;-50;19;24;30;35;35;34;165;165;166;98;98;104;103;15;14;16;20;18;30;27;29;15;30;39;61;3050;32.0;1.732050776;1
14/10/2014 00:23;11.69999981;14.0;5.199999809;11.46000004;15.68000031;1.220000029;2338;3161;0;151;4120;3264420;18;153;199;0;2880;2771;2880;2880;15.75;32;34;32;33;34;34;30;34;32;31;29;-14;0;-50;19;24;30;36;35;35;166;165;166;99;99;105;104;15;14;16;20;18;30;27;29;15;30;39;62;3050;32.27272797;1.737291574;1
15/10/2014 00:03;12.10000038;15.80000019;8.699999809;14.17000008;14.67000008;13.72999954;3055;3139;2742;149;4123;3274187;57;197;200;190;3060;3060;3060;3060;1.779999971;32;35;33;34;35;35;31;34;32;32;30;-14;0;-50;19;24;30;35;35;34;166;166;166;99;99;104;103;15;15;17;20;19;30;27;30;15;32;40;63;3050;33.0;1.732050776;1
15/10/2014 00:03;12.89999962;15.60000038;9.899999619;14.18999958;14.53999996;13.88000011;3070;3153;2902;150;4124;3274699;7;197;198;196;3070;3070;3070;3070;4.170000076;33;36;33;35;35;35;31;35;32;32;30;-14;0;-50;19;24;30;36;36;35;166;165;166;102;101;106;105;15;15;17;21;19;30;27;30;15;32;40;63;3050;33.36363602;1.963299513;1
15/10/2014 00:03;12.30000019;16.0;6.599999905;9.470000267;15.21000004;1.399999976;1653;3148;0;155;4124;3274975;13;122;1030;0;2968;2856;2968;2968;25.20000076;33;36;34;35;36;36;32;36;33;33;31;-14;0;-50;19;24;30;36;36;35;165;165;166;91;90;99;98;15;15;17;21;19;31;27;30;15;30;40;64;3050;34.09090805;1.814086318;1
15/10/2014 00:10;17.39999962;22.39999962;13.10000038;14.19999981;14.81000042;13.63000011;3069;3141;3009;149;4131;3297347;33;208;209;208;3070;3070;3070;3070;14.93000031;37;37;37;36;37;36;37;36;36;36;35;-14;0;-50;20;26;32;38;38;37;165;165;166;114;113;114;112;15;15;18;22;20;31;28;30;16;27;36;66;3050;36.36363602;0.674199879;1
