model,class,recall_mean,fpr_mean,auc_mean,accuracy_mean,best_params,training_time_mean
LSTM,0,0.7778497310349043,0.046612466124661245,0.9596150606869477,0.8913043478260869,"{'batch_size': 64, 'epochs': 10, 'learning_rate': 0.01, 'units': 64}",2.371288478374481
LSTM,1,0.9533875338753387,0.22215026896509568,0.9596150606869477,0.8913043478260869,"{'batch_size': 64, 'epochs': 10, 'learning_rate': 0.01, 'units': 64}",2.371288478374481
LSTM,micro_average,0.8913043478260869,0.11028079710144928,0.9596150606869477,0.8913043478260869,"{'batch_size': 64, 'epochs': 10, 'learning_rate': 0.01, 'units': 64}",2.371288478374481
